ST BRICE	2006-02-10 00:00:00	1
CAEN	2006-02-07 00:00:00	1
HUSSON	2006-02-07 00:00:00	1
COLOMBELLES	2006-02-07 00:00:00	1
COLOMBELLES	2006-02-07 00:00:00	2
LE HAVRE	2006-02-07 00:00:00	1
DOMFRONT EN POIRAIE	2006-02-07 00:00:00	7
CURES	2006-02-07 00:00:00	2
CHERBOURG OCTEVILLE	2006-02-07 00:00:00	3
CHERBOURG OCTEVILLE	2006-02-07 00:00:00	2
DRANCY	2006-02-07 00:00:00	1
SAINT NICOLAS DE SOMMAIRE	2006-02-07 00:00:00	1
ARNAGE	2006-02-07 00:00:00	3
SARTILLY BAIE BOCAGE	2006-02-07 00:00:00	1
SARTILLY BAIE BOCAGE	2006-02-07 00:00:00	1
ARNAGE	2006-02-07 00:00:00	1
BOUERE	2006-02-07 00:00:00	1
SAINT ANDRE DE MESSEI	2006-02-07 00:00:00	1
DEMOUVILLE	2006-02-07 00:00:00	3
LOUVIERS	2006-02-07 00:00:00	2
LOUVIERS	2006-02-07 00:00:00	1
LOUVIERS	2006-02-07 00:00:00	1
BREEL	2006-02-07 00:00:00	1
AMBRIERES LES VALLEES	2006-02-07 00:00:00	1
LAMBLORE	2006-02-07 00:00:00	1
LES CRESNAYS	2006-02-07 00:00:00	1
LES ESSARTS	2006-02-07 00:00:00	1
ST GEORGES DES GROSEILLERS	2006-02-07 00:00:00	1
REMALARD EN PERCHE	2006-02-07 00:00:00	2
LE MANS	2006-02-07 00:00:00	1
RAMBOUILLET	2006-02-07 00:00:00	1
COULANS SUR GEE	2006-02-07 00:00:00	1
COULANS SUR GEE	2006-02-07 00:00:00	1
ROUANS	2006-02-07 00:00:00	1
ECOUCHE	2006-02-07 00:00:00	1
CHAMPGENETEUX	2006-02-07 00:00:00	1
CHAMPGENETEUX	2006-02-07 00:00:00	1
FRESNAY SUR SARTHE	2006-02-08 00:00:00	1
MONTAUDIN	2006-02-08 00:00:00	1
JUIGNE SUR LOIRE	2006-02-08 00:00:00	1
JUIGNE SUR LOIRE	2006-02-08 00:00:00	1
MELLERAY	2006-02-08 00:00:00	1
CAEN	2006-02-08 00:00:00	1
COURCEMONT	2006-02-08 00:00:00	1
ANGERS	2006-02-08 00:00:00	1
